Sales: 1638.0, Date: 2018-02-06, Region: north
Sales: 1671.0, Date: 2018-05-04, Region: east
Sales: 1629.0, Date: 2018-05-04, Region: west
Sales: 1578.0, Date: 2018-05-05, Region: north
Sales: 1665.0, Date: 2018-05-05, Region: south
Sales: 1575.0, Date: 2018-05-05, Region: east
Sales: 1587.0, Date: 2018-05-05, Region: west
Sales: 1674.0, Date: 2018-05-06, Region: north
Sales: 1785.0, Date: 2018-05-06, Region: south
Sales: 1719.0, Date: 2018-05-06, Region: east
Sales: 1617.0, Date: 2018-05-06, Region: west
Sales: 1794.0, Date: 2018-05-07, Region: north
Sales: 1563.0, Date: 2018-05-07, Region: south
Sales: 1728.0, Date: 2018-05-07, Region: east
Sales: 1740.0, Date: 2018-05-07, Region: west
Sales: 1617.0, Date: 2018-05-08, Region: north
Sales: 1650.0, Date: 2018-05-08, Region: south
Sales: 1728.0, Date: 2018-05-08, Region: east
Sales: 1635.0, Date: 2018-05-08, Region: west
Sales: 1584.0, Date: 2018-05-09, Region: north
Sales: 1647.0, Date: 2018-05-09, Region: south
Sales: 1551.0, Date: 2018-05-09, Region: east
Sales: 1512.0, Date: 2018-05-09, Region: west
Sales: 1737.0, Date: 2018-05-10, Region: north
Sales: 1551.0, Date: 2018-05-10, Region: south
Sales: 1515.0, Date: 2018-05-10, Region: east
Sales: 1716.0, Date: 2018-05-10, Region: west
Sales: 1746.0, Date: 2018-05-11, Region: north
Sales: 1677.0, Date: 2018-05-11, Region: south
Sales: 1584.0, Date: 2018-05-11, Region: east
Sales: 1617.0, Date: 2018-05-11, Region: west
Sales: 1743.0, Date: 2018-05-12, Region: north
Sales: 1533.0, Date: 2018-05-12, Region: south
Sales: 1521.0, Date: 2018-05-12, Region: east
Sales: 1578.0, Date: 2018-05-12, Region: west
Sales: 1545.0, Date: 2018-05-13, Region: north
Sales: 1713.0, Date: 2018-05-13, Region: south
Sales: 1665.0, Date: 2018-05-13, Region: east
Sales: 1644.0, Date: 2018-05-13, Region: west
Sales: 1776.0, Date: 2018-05-14, Region: north
Sales: 1560.0, Date: 2018-05-14, Region: south
Sales: 1644.0, Date: 2018-05-14, Region: east
Sales: 1503.0, Date: 2018-05-14, Region: west
Sales: 1800.0, Date: 2018-05-15, Region: north
Sales: 1758.0, Date: 2018-05-15, Region: south
Sales: 1701.0, Date: 2018-05-15, Region: east
Sales: 1671.0, Date: 2018-05-15, Region: west
Sales: 1593.0, Date: 2018-05-16, Region: north
Sales: 1617.0, Date: 2018-05-16, Region: south
Sales: 1626.0, Date: 2018-05-16, Region: east
Sales: 1629.0, Date: 2018-05-16, Region: west
Sales: 1728.0, Date: 2018-05-17, Region: north
Sales: 1506.0, Date: 2018-05-17, Region: south
Sales: 1590.0, Date: 2018-05-17, Region: east
Sales: 1626.0, Date: 2018-05-17, Region: west
Sales: 1782.0, Date: 2018-05-18, Region: north
Sales: 1572.0, Date: 2018-05-18, Region: south
Sales: 1539.0, Date: 2018-05-18, Region: east
Sales: 1509.0, Date: 2018-05-18, Region: west
Sales: 1788.0, Date: 2018-05-19, Region: north
Sales: 1713.0, Date: 2018-05-19, Region: south
Sales: 1626.0, Date: 2018-05-19, Region: east
Sales: 1629.0, Date: 2018-05-19, Region: west
Sales: 1548.0, Date: 2018-05-20, Region: north
Sales: 1716.0, Date: 2018-05-20, Region: south
Sales: 1752.0, Date: 2018-05-20, Region: east
Sales: 1638.0, Date: 2018-05-20, Region: west
Sales: 1575.0, Date: 2018-05-21, Region: north
Sales: 1671.0, Date: 2018-05-21, Region: south
Sales: 1626.0, Date: 2018-05-21, Region: east
Sales: 1572.0, Date: 2018-05-21, Region: west
Sales: 1572.0, Date: 2018-05-22, Region: north
Sales: 1569.0, Date: 2018-05-22, Region: south
Sales: 1581.0, Date: 2018-05-22, Region: east
Sales: 1521.0, Date: 2018-05-22, Region: west
Sales: 1641.0, Date: 2018-05-23, Region: north
Sales: 1692.0, Date: 2018-05-23, Region: south
Sales: 1713.0, Date: 2018-05-23, Region: east
Sales: 1563.0, Date: 2018-05-23, Region: west
Sales: 1524.0, Date: 2018-05-24, Region: north
Sales: 1533.0, Date: 2018-05-24, Region: south
Sales: 1695.0, Date: 2018-05-24, Region: east
Sales: 1533.0, Date: 2018-05-24, Region: west
Sales: 1599.0, Date: 2018-05-25, Region: north
Sales: 1665.0, Date: 2018-05-25, Region: south
Sales: 1713.0, Date: 2018-05-25, Region: east
Sales: 1644.0, Date: 2018-05-25, Region: west
Sales: 1776.0, Date: 2018-05-26, Region: north
Sales: 1530.0, Date: 2018-05-26, Region: south
Sales: 1650.0, Date: 2018-05-26, Region: east
Sales: 1512.0, Date: 2018-05-26, Region: west
Sales: 1629.0, Date: 2018-05-27, Region: north
Sales: 1707.0, Date: 2018-05-27, Region: south
Sales: 1521.0, Date: 2018-05-27, Region: east
Sales: 1761.0, Date: 2018-05-27, Region: west
Sales: 1755.0, Date: 2018-05-28, Region: north
Sales: 1659.0, Date: 2018-05-28, Region: south
Sales: 1800.0, Date: 2018-05-28, Region: east
Sales: 1539.0, Date: 2018-05-28, Region: west
Sales: 1713.0, Date: 2018-05-29, Region: north
Sales: 1752.0, Date: 2018-05-29, Region: south
Sales: 1629.0, Date: 2018-05-29, Region: east
Sales: 1635.0, Date: 2018-05-29, Region: west
Sales: 1674.0, Date: 2018-05-30, Region: north
Sales: 1701.0, Date: 2018-05-30, Region: south
Sales: 1614.0, Date: 2018-05-30, Region: east
Sales: 1794.0, Date: 2018-05-30, Region: west
Sales: 1725.0, Date: 2018-05-31, Region: north
Sales: 1659.0, Date: 2018-05-31, Region: south
Sales: 1536.0, Date: 2018-05-31, Region: east
Sales: 1620.0, Date: 2018-05-31, Region: west
Sales: 1794.0, Date: 2018-06-01, Region: north
Sales: 1623.0, Date: 2018-06-01, Region: south
Sales: 1665.0, Date: 2018-06-01, Region: east
Sales: 1671.0, Date: 2018-06-01, Region: west
Sales: 1752.0, Date: 2018-06-02, Region: north
Sales: 1707.0, Date: 2018-06-02, Region: south
Sales: 1797.0, Date: 2018-06-02, Region: east
Sales: 1668.0, Date: 2018-06-02, Region: west
Sales: 1596.0, Date: 2018-06-03, Region: north
Sales: 1503.0, Date: 2018-06-03, Region: south
Sales: 1578.0, Date: 2018-06-03, Region: east
Sales: 1680.0, Date: 2018-06-03, Region: west
Sales: 1608.0, Date: 2018-06-04, Region: north
Sales: 1683.0, Date: 2018-06-04, Region: south
Sales: 1572.0, Date: 2018-06-04, Region: east
Sales: 1656.0, Date: 2018-06-04, Region: west
Sales: 1713.0, Date: 2018-06-05, Region: north
Sales: 1698.0, Date: 2018-06-05, Region: south
Sales: 1557.0, Date: 2018-06-05, Region: east
Sales: 1782.0, Date: 2018-06-05, Region: west
Sales: 1695.0, Date: 2018-06-06, Region: north
Sales: 1680.0, Date: 2018-06-06, Region: south
Sales: 1761.0, Date: 2018-06-06, Region: east
Sales: 1659.0, Date: 2018-06-06, Region: west
Sales: 1518.0, Date: 2018-06-07, Region: north
Sales: 1572.0, Date: 2018-06-07, Region: south
Sales: 1785.0, Date: 2018-06-07, Region: east
Sales: 1557.0, Date: 2018-06-07, Region: west
Sales: 1719.0, Date: 2018-06-08, Region: north
Sales: 1677.0, Date: 2018-06-08, Region: south
Sales: 1695.0, Date: 2018-06-08, Region: east
Sales: 1602.0, Date: 2018-06-08, Region: west
Sales: 1782.0, Date: 2018-06-09, Region: north
Sales: 1773.0, Date: 2018-06-09, Region: south
Sales: 1656.0, Date: 2018-06-09, Region: east
Sales: 1665.0, Date: 2018-06-09, Region: west
Sales: 1578.0, Date: 2018-06-10, Region: north
Sales: 1641.0, Date: 2018-06-10, Region: south
Sales: 1737.0, Date: 2018-06-10, Region: east
Sales: 1557.0, Date: 2018-06-10, Region: west
Sales: 1788.0, Date: 2018-06-11, Region: north
Sales: 1677.0, Date: 2018-06-11, Region: south
Sales: 1698.0, Date: 2018-06-11, Region: east
Sales: 1728.0, Date: 2018-06-11, Region: west
Sales: 1776.0, Date: 2018-06-12, Region: north
Sales: 1551.0, Date: 2018-06-12, Region: south
Sales: 1548.0, Date: 2018-06-12, Region: east
Sales: 1542.0, Date: 2018-06-12, Region: west
Sales: 1683.0, Date: 2018-06-13, Region: north
Sales: 1683.0, Date: 2018-06-13, Region: south
Sales: 1572.0, Date: 2018-06-13, Region: east
Sales: 1683.0, Date: 2018-06-13, Region: west
Sales: 1761.0, Date: 2018-06-14, Region: north
Sales: 1668.0, Date: 2018-06-14, Region: south
Sales: 1599.0, Date: 2018-06-14, Region: east
Sales: 1593.0, Date: 2018-06-14, Region: west
Sales: 1623.0, Date: 2018-06-15, Region: north
Sales: 1737.0, Date: 2018-06-15, Region: south
Sales: 1593.0, Date: 2018-06-15, Region: east
Sales: 1788.0, Date: 2018-06-15, Region: west
Sales: 1659.0, Date: 2018-06-16, Region: north
Sales: 1641.0, Date: 2018-06-16, Region: south
Sales: 1575.0, Date: 2018-06-16, Region: east
Sales: 1611.0, Date: 2018-06-16, Region: west
Sales: 1599.0, Date: 2018-06-17, Region: north
Sales: 1530.0, Date: 2018-06-17, Region: south
Sales: 1608.0, Date: 2018-06-17, Region: east
Sales: 1626.0, Date: 2018-06-17, Region: west
Sales: 1530.0, Date: 2018-06-18, Region: north
Sales: 1707.0, Date: 2018-06-18, Region: south
Sales: 1611.0, Date: 2018-06-18, Region: east
Sales: 1635.0, Date: 2018-06-18, Region: west
Sales: 1593.0, Date: 2018-06-19, Region: north
Sales: 1749.0, Date: 2018-06-19, Region: south
Sales: 1623.0, Date: 2018-06-19, Region: east
Sales: 1608.0, Date: 2018-06-19, Region: west
Sales: 1665.0, Date: 2018-06-20, Region: north
